"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200406",28747,28101,-0.08,2.3,28659
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200407",28874,28192,0.44,2.42,28716
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200408",28968,28411,0.33,1.96,28762
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200409",29028,28510,0.21,1.82,28805
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200410",29025,28555,-0.01,1.65,28844
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200411",29105,28685,0.28,1.46,28879
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2004,"200412",29182,28798,0.26,1.33,28911
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200301",27740,27111,-0.01,2.32,27444
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200302",27786,27122,0.17,2.45,27499
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200303",27894,27142,0.39,2.77,27562
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200304",27945,27203,0.18,2.73,27624
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200305",27968,27235,0.08,2.69,27685
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200306",28101,27306,0.48,2.91,27751
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200307",28192,27445,0.32,2.72,27813
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200308",28411,27500,0.78,3.31,27889
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200309",28510,27580,0.35,3.37,27967
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200310",28555,27628,0.16,3.36,28044
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200311",28685,27680,0.46,3.63,28128
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2003,"200312",28798,27744,0.39,3.8,28215
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200201",27111,26744,-0.5,1.37,26915
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200202",27122,26725,0.04,1.49,26948
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200203",27142,26724,0.07,1.56,26983
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200204",27203,26747,0.22,1.7,27021
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200205",27235,26737,0.12,1.86,27063
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200206",27306,26810,0.26,1.85,27104
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200207",27445,26759,0.51,2.56,27161
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200208",27500,26810,0.2,2.57,27219
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200209",27580,27009,0.29,2.11,27266
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200210",27628,27135,0.17,1.82,27307
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200211",27680,27169,0.19,1.88,27350
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2002,"200212",27744,27246,0.23,1.83,27391
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200101",26744,27373,-0.25,-2.3,26993
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200102",26725,27255,-0.07,-1.94,26949
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200103",26724,27167,0,-1.63,26912
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200104",26747,27098,0.09,-1.3,26883
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200105",26737,27069,-0.04,-1.23,26855
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200106",26810,27003,0.27,-0.71,26839
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200107",26759,26944,-0.19,-0.69,26824
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200108",26810,26940,0.19,-0.48,26813
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200109",27009,26995,0.74,0.05,26814
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200110",27135,27001,0.47,0.5,26825
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200111",27169,26889,0.13,1.04,26848
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2001,"200112",27246,26811,0.28,1.62,26885
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200001",27373,,0.02,,27373
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200002",27255,,-0.43,,27314
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200003",27167,,-0.32,,27265
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200004",27098,,-0.25,,27223
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200005",27069,,-0.11,,27192
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200006",27003,,-0.24,,27161
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200007",26944,,-0.22,,27130
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200008",26940,27193,-0.01,-0.93,27106
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200009",26995,27443,0.2,-1.63,27094
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200010",27001,27416,0.02,-1.51,27085
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200011",26889,27438,-0.41,-2,27067
"Altersgruppen","Berufsschulpflichtige (15 bis 17 J.)",2000,"200012",26811,27367,-0.29,-2.03,27045
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202401",1109648,1110451,-0.08,-0.07,1106573
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202402",1111184,1111042,0.14,0.01,1106585
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202403",1112037,1111309,0.08,0.07,1106645
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202404",1113707,1111973,0.15,0.16,1106790
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202405",1114876,1100116,0.1,1.34,1108020
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202406",1115414,1100453,0.05,1.36,1109267
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202407",1115715,1101069,0.03,1.33,1110487
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202408",1114894,1100958,-0.07,1.27,1111649
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202409",1117268,1103703,0.21,1.23,1112779
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202410",1121721,1108012,0.4,1.24,1113921
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202411",1124088,1110101,0.21,1.26,1115087
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2024,"202412",1123586,1110491,-0.04,1.18,1116178
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202301",1110451,1088969,0.07,1.97,1102708
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202302",1111042,1089802,0.05,1.95,1104478
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202303",1111309,1096756,0.02,1.33,1105691
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202304",1111973,1100498,0.06,1.04,1106647
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202305",1100116,1102201,-1.07,-0.19,1106473
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202306",1100453,1103144,0.03,-0.24,1106249
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202307",1101069,1104434,0.06,-0.3,1105969
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202308",1100958,1099617,-0.01,0.12,1106081
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202309",1103703,1101754,0.25,0.18,1106243
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202310",1108012,1106032,0.39,0.18,1106408
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202311",1110101,1108154,0.19,0.18,1106570
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2023,"202312",1110491,1109655,0.04,0.08,1106640
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202201",1088969,1088889,0.06,0.01,1088695
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202202",1089802,1089252,0.08,0.05,1088741
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202203",1096756,1088410,0.64,0.77,1089436
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202204",1100498,1088744,0.34,1.08,1090416
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202205",1102201,1088262,0.15,1.28,1091577
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202206",1103144,1087876,0.09,1.4,1092850
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202207",1104434,1087936,0.12,1.52,1094225
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202208",1099617,1087092,-0.44,1.15,1095268
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202209",1101754,1089991,0.19,1.08,1096249
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202210",1106032,1089316,0.39,1.53,1097642
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202211",1108154,1090166,0.19,1.65,1099141
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2022,"202212",1109655,1088325,0.14,1.96,1100918
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202101",1088889,1089877,0,-0.09,1087872
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202102",1089252,1090384,0.03,-0.1,1087778
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202103",1088410,1089872,-0.08,-0.13,1087656
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202104",1088744,1089436,0.03,-0.06,1087599
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202105",1088262,1087240,-0.04,0.09,1087684
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202106",1087876,1086138,-0.04,0.16,1087829
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202107",1087936,1085580,0.01,0.22,1088025
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202108",1087092,1084686,-0.08,0.22,1088225
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202109",1089991,1085325,0.27,0.43,1088614
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202110",1089316,1088419,-0.06,0.08,1088689
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202111",1090166,1089625,0.08,0.05,1088734
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2021,"202112",1088325,1088874,-0.17,-0.05,1088688
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202001",1089877,1076055,0.05,1.28,1082575
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202002",1090384,1076685,0.05,1.27,1083716
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202003",1089872,1076991,-0.05,1.2,1084790
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202004",1089436,1079311,-0.04,0.94,1085634
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202005",1087240,1079149,-0.2,0.75,1086308
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202006",1086138,1079847,-0.1,0.58,1086832
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202007",1085580,1080288,-0.05,0.49,1087273
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202008",1084686,1079911,-0.08,0.44,1087671
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202009",1085325,1083035,0.06,0.21,1087862
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202010",1088419,1087568,0.29,0.08,1087933
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202011",1089625,1088928,0.11,0.06,1087991
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2020,"202012",1088874,1089307,-0.07,-0.04,1087955
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201901",1076055,1063318,0.02,1.2,1069839
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201902",1076685,1064111,0.06,1.18,1070982
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201903",1076991,1064864,0.03,1.14,1072084
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201904",1079311,1066083,0.22,1.24,1073287
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201905",1079149,,-0.02,,1073775
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201906",1079847,1067388,0.06,1.17,1074814
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201907",1080288,1067632,0.04,1.19,1075868
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201908",1079911,1067559,-0.03,1.16,1076898
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201909",1083035,1069697,0.29,1.25,1078009
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201910",1087568,1073335,0.42,1.33,1079195
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201911",1088928,1075715,0.13,1.23,1080296
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2019,"201912",1089307,1075787,0.03,1.26,1081423
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201801",1063318,1081964,-0.05,-1.72,1075805
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201802",1064111,1081888,0.07,-1.64,1074323
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201803",1064864,1082606,0.07,-1.64,1072845
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201804",1066083,1083870,0.11,-1.64,1071362
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201805",,1084545,,,
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201806",1067388,1084256,,-1.56,1068631
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201807",1067632,1081951,0.02,-1.32,1067329
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201808",1067559,1076223,-0.01,-0.81,1066541
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201809",1069697,1068707,0.2,0.09,1066631
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201810",1073335,1070527,0.34,0.26,1066886
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201811",1075715,1067958,0.22,0.73,1067592
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2018,"201812",1075787,1063806,0.01,1.13,1068681
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201701",1081964,1068279,0.07,1.28,1076002
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201702",1081888,1069729,-0.01,1.14,1077015
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201703",1082606,1070196,0.07,1.16,1078049
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201704",1083870,1071786,0.12,1.13,1079056
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201705",1084545,1072596,0.06,1.11,1080052
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201706",1084256,1073250,-0.03,1.03,1080969
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201707",1081951,1074948,-0.21,0.65,1081553
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201708",1076223,1074965,-0.53,0.12,1081658
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201709",1068707,1077401,-0.7,-0.81,1080933
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201710",1070527,1081521,0.17,-1.02,1080017
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201711",1067958,1082497,-0.24,-1.34,1078805
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2017,"201712",1063806,1081168,-0.39,-1.61,1077358
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201601",1068279,1045967,0.14,2.13,1057183
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201602",1069729,1046694,0.14,2.2,1059102
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201603",1070196,1048534,0.04,2.07,1060908
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201604",1071786,1050164,0.15,2.06,1062709
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201605",1072596,1051606,0.08,2,1064459
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201606",1073250,1053302,0.06,1.89,1066121
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201607",1074948,1054514,0.16,1.94,1067824
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201608",1074965,1055896,0,1.81,1069413
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201609",1077401,1060065,0.23,1.64,1070858
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201610",1081521,1064318,0.38,1.62,1072291
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201611",1082497,1066051,0.09,1.54,1073662
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2016,"201612",1081168,1066771,-0.12,1.35,1074861
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201501",1045967,1027343,0.13,1.81,1037339
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201502",1046694,1028423,0.07,1.78,1038862
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201503",1048534,1030238,0.18,1.78,1040386
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201504",1050164,1031748,0.16,1.78,1041921
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201505",1051606,1032882,0.14,1.81,1043481
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201506",1053302,1033604,0.16,1.91,1045123
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201507",1054514,1034913,0.12,1.89,1046756
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201508",1055896,1036156,0.13,1.91,1048401
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201509",1060065,1040022,0.39,1.93,1050071
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201510",1064318,1044055,0.4,1.94,1051760
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201511",1066051,1045456,0.16,1.97,1053476
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2015,"201512",1066771,1044603,0.07,2.12,1055324
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201401",1027343,1009187,0.07,1.8,1018899
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201402",1028423,1009813,0.11,1.84,1020450
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201403",1030238,1010523,0.18,1.95,1022093
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201404",1031748,1013230,0.15,1.83,1023636
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201405",1032882,1014034,0.11,1.86,1025206
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201406",1033604,1015378,0.07,1.79,1026725
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201407",1034913,1017159,0.13,1.75,1028205
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201408",1036156,1017976,0.12,1.79,1029720
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201409",1040022,1021827,0.37,1.78,1031236
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201410",1044055,1025905,0.39,1.77,1032749
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201411",1045456,1026943,0.13,1.8,1034291
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2014,"201412",1044603,1026655,-0.08,1.75,1035787
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201301",1009187,989699,0.05,1.97,1000584
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201302",1009813,990721,0.06,1.93,1002175
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201303",1010523,992129,0.07,1.85,1003708
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201304",1013230,994121,0.27,1.92,1005300
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201305",1014034,998203,0.08,1.59,1006620
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201306",1015378,997250,0.13,1.82,1008130
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201307",1017159,999156,0.18,1.8,1009631
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201308",1017976,999546,0.08,1.84,1011166
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201309",1021827,1002589,0.38,1.92,1012770
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201310",1025905,1007134,0.4,1.86,1014334
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201311",1026943,1008261,0.1,1.85,1015891
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2013,"201312",1026655,1008712,-0.03,1.78,1017386
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201201",989699,967517,0.2,2.29,978951
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201202",990721,968665,0.1,2.28,980789
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201203",992129,970215,0.14,2.26,982615
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201204",994121,971891,0.2,2.29,984468
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201205",998203,973933,0.41,2.49,986490
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201206",997250,975435,-0.1,2.24,988308
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201207",999156,977273,0.19,2.24,990132
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201208",999546,977932,0.04,2.21,991933
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201209",1002589,980938,0.3,2.21,993737
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201210",1007134,986035,0.45,2.14,995496
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201211",1008261,987669,0.11,2.08,997212
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2012,"201212",1008712,987729,0.04,2.12,998960
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201101",967517,953275,0.14,1.49,958600
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201102",968665,952900,0.12,1.65,959914
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201103",970215,953049,0.16,1.8,961344
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201104",971891,953922,0.17,1.88,962842
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201105",973933,955276,0.21,1.95,964397
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201106",975435,953490,0.15,2.3,966225
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201107",977273,955050,0.19,2.33,968077
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201108",977932,957138,0.07,2.17,969810
"Altersgruppen","Erwerbsfähige (15 bis 64 J.)",2011,"201109",980938,959249,0.31,2.26,971618
