"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Familienstand","geschieden",2017,"201712",119237,121679,-0.64,-2.01,121303
"Familienstand","geschieden",2016,"201601",121754,121250,0.07,0.42,121723
"Familienstand","geschieden",2016,"201602",121935,121491,0.15,0.37,121760
"Familienstand","geschieden",2016,"201603",121995,121656,0.05,0.28,121789
"Familienstand","geschieden",2016,"201604",122083,121773,0.07,0.25,121815
"Familienstand","geschieden",2016,"201605",122040,121791,-0.04,0.2,121835
"Familienstand","geschieden",2016,"201606",122019,121938,-0.02,0.07,121842
"Familienstand","geschieden",2016,"201607",121939,121679,-0.07,0.21,121864
"Familienstand","geschieden",2016,"201608",121833,121853,-0.09,-0.02,121862
"Familienstand","geschieden",2016,"201609",121768,121713,-0.05,0.05,121867
"Familienstand","geschieden",2016,"201610",121699,121653,-0.06,0.04,121870
"Familienstand","geschieden",2016,"201611",121676,121706,-0.02,-0.02,121868
"Familienstand","geschieden",2016,"201612",121679,121674,0,0,121868
"Familienstand","geschieden",2015,"201501",121250,120165,0.01,0.9,120921
"Familienstand","geschieden",2015,"201502",121491,120389,0.2,0.92,121013
"Familienstand","geschieden",2015,"201503",121656,120536,0.14,0.93,121107
"Familienstand","geschieden",2015,"201504",121773,120689,0.1,0.9,121197
"Familienstand","geschieden",2015,"201505",121791,120803,0.01,0.82,121279
"Familienstand","geschieden",2015,"201506",121938,120780,0.12,0.96,121376
"Familienstand","geschieden",2015,"201507",121679,120979,-0.21,0.58,121434
"Familienstand","geschieden",2015,"201508",121853,121062,0.14,0.65,121500
"Familienstand","geschieden",2015,"201509",121713,121026,-0.11,0.57,121557
"Familienstand","geschieden",2015,"201510",121653,121089,-0.05,0.47,121604
"Familienstand","geschieden",2015,"201511",121706,121219,0.04,0.4,121645
"Familienstand","geschieden",2015,"201512",121674,121235,-0.03,0.36,121681
"Familienstand","geschieden",2014,"201401",120165,119038,0.05,0.95,119829
"Familienstand","geschieden",2014,"201402",120389,119250,0.19,0.96,119924
"Familienstand","geschieden",2014,"201403",120536,119476,0.12,0.89,120012
"Familienstand","geschieden",2014,"201404",120689,119566,0.13,0.94,120105
"Familienstand","geschieden",2014,"201405",120803,119700,0.09,0.92,120197
"Familienstand","geschieden",2014,"201406",120780,119764,-0.02,0.85,120282
"Familienstand","geschieden",2014,"201407",120979,119905,0.16,0.9,120372
"Familienstand","geschieden",2014,"201408",121062,120003,0.07,0.88,120460
"Familienstand","geschieden",2014,"201409",121026,119937,-0.03,0.91,120551
"Familienstand","geschieden",2014,"201410",121089,120002,0.05,0.91,120641
"Familienstand","geschieden",2014,"201411",121219,120071,0.11,0.96,120737
"Familienstand","geschieden",2014,"201412",121235,120104,0.01,0.94,120831
"Familienstand","geschieden",2013,"201301",119038,117383,0.08,1.41,118516
"Familienstand","geschieden",2013,"201302",119250,117742,0.18,1.28,118641
"Familienstand","geschieden",2013,"201303",119476,117907,0.19,1.33,118772
"Familienstand","geschieden",2013,"201304",119566,118190,0.08,1.16,118887
"Familienstand","geschieden",2013,"201305",119700,118585,0.11,0.94,118980
"Familienstand","geschieden",2013,"201306",119764,118464,0.05,1.1,119088
"Familienstand","geschieden",2013,"201307",119905,118570,0.12,1.13,119199
"Familienstand","geschieden",2013,"201308",120003,118489,0.08,1.28,119325
"Familienstand","geschieden",2013,"201309",119937,118592,-0.05,1.13,119438
"Familienstand","geschieden",2013,"201310",120002,118761,0.05,1.04,119541
"Familienstand","geschieden",2013,"201311",120071,118907,0.06,0.98,119638
"Familienstand","geschieden",2013,"201312",120104,118943,0.03,0.98,119735
"Familienstand","geschieden",2012,"201201",117383,114905,0.22,2.16,116383
"Familienstand","geschieden",2012,"201202",117742,115221,0.31,2.19,116593
"Familienstand","geschieden",2012,"201203",117907,115532,0.14,2.06,116791
"Familienstand","geschieden",2012,"201204",118190,115836,0.24,2.03,116987
"Familienstand","geschieden",2012,"201205",118585,116093,0.33,2.15,117195
"Familienstand","geschieden",2012,"201206",118464,116247,-0.1,1.91,117380
"Familienstand","geschieden",2012,"201207",118570,116344,0.09,1.91,117565
"Familienstand","geschieden",2012,"201208",118489,116472,-0.07,1.73,117733
"Familienstand","geschieden",2012,"201209",118592,116568,0.09,1.74,117902
"Familienstand","geschieden",2012,"201210",118761,116778,0.14,1.7,118067
"Familienstand","geschieden",2012,"201211",118907,116993,0.12,1.64,118227
"Familienstand","geschieden",2012,"201212",118943,117128,0.03,1.55,118378
"Familienstand","geschieden",2011,"201101",114905,113278,0.15,1.44,114209
"Familienstand","geschieden",2011,"201102",115221,113577,0.28,1.45,114346
"Familienstand","geschieden",2011,"201103",115532,113703,0.27,1.61,114499
"Familienstand","geschieden",2011,"201104",115836,113906,0.26,1.69,114659
"Familienstand","geschieden",2011,"201105",116093,113991,0.22,1.84,114835
"Familienstand","geschieden",2011,"201106",116247,113889,0.13,2.07,115031
"Familienstand","geschieden",2011,"201107",116344,114025,0.08,2.03,115224
"Familienstand","geschieden",2011,"201108",116472,114333,0.11,1.87,115403
"Familienstand","geschieden",2011,"201109",116568,114361,0.08,1.93,115586
"Familienstand","geschieden",2011,"201110",116778,114430,0.18,2.05,115782
"Familienstand","geschieden",2011,"201111",116993,114652,0.18,2.04,115977
"Familienstand","geschieden",2011,"201112",117128,114737,0.12,2.08,116176
"Familienstand","geschieden",2010,"201001",113278,112276,0.25,0.89,112479
"Familienstand","geschieden",2010,"201002",113577,112251,0.26,1.18,112590
"Familienstand","geschieden",2010,"201003",113703,111638,0.11,1.85,112762
"Familienstand","geschieden",2010,"201004",113906,111825,0.18,1.86,112935
"Familienstand","geschieden",2010,"201005",113991,112041,0.07,1.74,113098
"Familienstand","geschieden",2010,"201006",113889,112316,-0.09,1.4,113229
"Familienstand","geschieden",2010,"201007",114025,112441,0.12,1.41,113361
"Familienstand","geschieden",2010,"201008",114333,112580,0.27,1.56,113507
"Familienstand","geschieden",2010,"201009",114361,112708,0.02,1.47,113645
"Familienstand","geschieden",2010,"201010",114430,112780,0.06,1.46,113782
"Familienstand","geschieden",2010,"201011",114652,112895,0.19,1.56,113929
"Familienstand","geschieden",2010,"201012",114737,113000,0.07,1.54,114074
"Familienstand","geschieden",2009,"200901",112276,110545,0.24,1.57,111436
"Familienstand","geschieden",2009,"200902",112251,110841,-0.02,1.27,111553
"Familienstand","geschieden",2009,"200903",111638,111061,-0.55,0.52,111601
"Familienstand","geschieden",2009,"200904",111825,111298,0.17,0.47,111645
"Familienstand","geschieden",2009,"200905",112041,111399,0.19,0.58,111699
"Familienstand","geschieden",2009,"200906",112316,111226,0.25,0.98,111790
"Familienstand","geschieden",2009,"200907",112441,111270,0.11,1.05,111887
"Familienstand","geschieden",2009,"200908",112580,111286,0.12,1.16,111995
"Familienstand","geschieden",2009,"200909",112708,111311,0.11,1.26,112112
"Familienstand","geschieden",2009,"200910",112780,111465,0.06,1.18,112221
"Familienstand","geschieden",2009,"200911",112895,111785,0.1,0.99,112314
"Familienstand","geschieden",2009,"200912",113000,112012,0.09,0.88,112396
"Familienstand","geschieden",2008,"200801",110545,107919,0.26,2.43,109381
"Familienstand","geschieden",2008,"200802",110841,108341,0.27,2.31,109589
"Familienstand","geschieden",2008,"200803",111061,108505,0.2,2.36,109802
"Familienstand","geschieden",2008,"200804",111298,108867,0.21,2.23,110005
"Familienstand","geschieden",2008,"200805",111399,109009,0.09,2.19,110204
"Familienstand","geschieden",2008,"200806",111226,109335,-0.16,1.73,110362
"Familienstand","geschieden",2008,"200807",111270,109069,0.04,2.02,110545
"Familienstand","geschieden",2008,"200808",111286,109286,0.01,1.83,110712
"Familienstand","geschieden",2008,"200809",111311,109498,0.02,1.66,110863
"Familienstand","geschieden",2008,"200810",111465,109668,0.14,1.64,111013
"Familienstand","geschieden",2008,"200811",111785,110187,0.29,1.45,111146
"Familienstand","geschieden",2008,"200812",112012,110263,0.2,1.59,111292
"Familienstand","geschieden",2007,"200701",107919,105533,0.43,2.26,106867
"Familienstand","geschieden",2007,"200702",108341,105837,0.39,2.37,107075
"Familienstand","geschieden",2007,"200703",108505,106113,0.15,2.25,107275
"Familienstand","geschieden",2007,"200704",108867,106329,0.33,2.39,107486
"Familienstand","geschieden",2007,"200705",109009,106612,0.13,2.25,107686
"Familienstand","geschieden",2007,"200706",109335,106693,0.3,2.48,107906
"Familienstand","geschieden",2007,"200707",109069,106858,-0.24,2.07,108090
"Familienstand","geschieden",2007,"200708",109286,106912,0.2,2.22,108288
"Familienstand","geschieden",2007,"200709",109498,107014,0.19,2.32,108495
"Familienstand","geschieden",2007,"200710",109668,107230,0.16,2.27,108698
"Familienstand","geschieden",2007,"200711",110187,107420,0.47,2.58,108929
"Familienstand","geschieden",2007,"200712",110263,107461,0.07,2.61,109162
"Familienstand","geschieden",2006,"200601",105533,103243,0.25,2.22,104635
"Familienstand","geschieden",2006,"200602",105837,103650,0.29,2.11,104817
"Familienstand","geschieden",2006,"200603",106113,103990,0.26,2.04,104994
"Familienstand","geschieden",2006,"200604",106329,104120,0.2,2.12,105178
"Familienstand","geschieden",2006,"200605",106612,104380,0.27,2.14,105364
"Familienstand","geschieden",2006,"200606",106693,104557,0.08,2.04,105542
"Familienstand","geschieden",2006,"200607",106858,104636,0.15,2.12,105728
"Familienstand","geschieden",2006,"200608",106912,104656,0.05,2.16,105916
"Familienstand","geschieden",2006,"200609",107014,104726,0.1,2.18,106106
"Familienstand","geschieden",2006,"200610",107230,104898,0.2,2.22,106301
"Familienstand","geschieden",2006,"200611",107420,105204,0.18,2.11,106485
"Familienstand","geschieden",2006,"200612",107461,105271,0.04,2.08,106668
"Familienstand","geschieden",2005,"200501",103243,100941,0.34,2.28,102228
"Familienstand","geschieden",2005,"200502",103650,101231,0.39,2.39,102429
"Familienstand","geschieden",2005,"200503",103990,101481,0.33,2.47,102638
"Familienstand","geschieden",2005,"200504",104120,101627,0.13,2.45,102846
"Familienstand","geschieden",2005,"200505",104380,101759,0.25,2.58,103064
"Familienstand","geschieden",2005,"200506",104557,102119,0.17,2.39,103268
"Familienstand","geschieden",2005,"200507",104636,102148,0.08,2.44,103475
"Familienstand","geschieden",2005,"200508",104656,102324,0.02,2.28,103669
"Familienstand","geschieden",2005,"200509",104726,102457,0.07,2.21,103858
"Familienstand","geschieden",2005,"200510",104898,102613,0.16,2.23,104049
"Familienstand","geschieden",2005,"200511",105204,102831,0.29,2.31,104246
"Familienstand","geschieden",2005,"200512",105271,102897,0.06,2.31,104444
"Familienstand","geschieden",2004,"200401",100941,98904,0.14,2.06,100359
"Familienstand","geschieden",2004,"200402",101231,99354,0.29,1.89,100515
"Familienstand","geschieden",2004,"200403",101481,99550,0.25,1.94,100676
"Familienstand","geschieden",2004,"200404",101627,99819,0.14,1.81,100827
"Familienstand","geschieden",2004,"200405",101759,100049,0.13,1.71,100969
"Familienstand","geschieden",2004,"200406",102119,100289,0.35,1.82,101122
"Familienstand","geschieden",2004,"200407",102148,100534,0.03,1.61,101256
"Familienstand","geschieden",2004,"200408",102324,100669,0.17,1.64,101394
"Familienstand","geschieden",2004,"200409",102457,100729,0.13,1.72,101538
"Familienstand","geschieden",2004,"200410",102613,100781,0.15,1.82,101691
"Familienstand","geschieden",2004,"200411",102831,100786,0.21,2.03,101861
"Familienstand","geschieden",2004,"200412",102897,100803,0.06,2.08,102036
"Familienstand","geschieden",2003,"200301",98904,97083,0.25,1.88,98233
"Familienstand","geschieden",2003,"200302",99354,97308,0.45,2.1,98404
"Familienstand","geschieden",2003,"200303",99550,97653,0.2,1.94,98562
"Familienstand","geschieden",2003,"200304",99819,97941,0.27,1.92,98718
"Familienstand","geschieden",2003,"200305",100049,98099,0.23,1.99,98881
"Familienstand","geschieden",2003,"200306",100289,98197,0.24,2.13,99055
"Familienstand","geschieden",2003,"200307",100534,98182,0.24,2.4,99251
"Familienstand","geschieden",2003,"200308",100669,98328,0.13,2.38,99446
"Familienstand","geschieden",2003,"200309",100729,98397,0.06,2.37,99640
"Familienstand","geschieden",2003,"200310",100781,98498,0.05,2.32,99831
"Familienstand","geschieden",2003,"200311",100786,98631,0,2.18,100010
"Familienstand","geschieden",2003,"200312",100803,98658,0.02,2.17,100189
"Familienstand","geschieden",2002,"200201",97083,95371,0.01,1.8,96509
"Familienstand","geschieden",2002,"200202",97308,95704,0.23,1.68,96642
"Familienstand","geschieden",2002,"200203",97653,95904,0.35,1.82,96788
"Familienstand","geschieden",2002,"200204",97941,96133,0.29,1.88,96939
"Familienstand","geschieden",2002,"200205",98099,96385,0.16,1.78,97081
"Familienstand","geschieden",2002,"200206",98197,96438,0.1,1.82,97228
"Familienstand","geschieden",2002,"200207",98182,96587,-0.02,1.65,97361
"Familienstand","geschieden",2002,"200208",98328,96497,0.15,1.9,97514
"Familienstand","geschieden",2002,"200209",98397,96589,0.07,1.87,97664
"Familienstand","geschieden",2002,"200210",98498,96706,0.1,1.85,97814
"Familienstand","geschieden",2002,"200211",98631,97004,0.14,1.68,97949
"Familienstand","geschieden",2002,"200212",98658,97072,0.03,1.63,98081
"Familienstand","geschieden",2001,"200101",95371,93549,0.22,1.95,94751
"Familienstand","geschieden",2001,"200102",95704,93833,0.35,1.99,94907
"Familienstand","geschieden",2001,"200103",95904,94197,0.21,1.81,95049
"Familienstand","geschieden",2001,"200104",96133,94448,0.24,1.78,95190
"Familienstand","geschieden",2001,"200105",96385,94657,0.26,1.83,95334
"Familienstand","geschieden",2001,"200106",96438,94727,0.05,1.81,95476
"Familienstand","geschieden",2001,"200107",96587,94955,0.15,1.72,95612
"Familienstand","geschieden",2001,"200108",96497,94858,-0.09,1.73,95749
"Familienstand","geschieden",2001,"200109",96589,94853,0.1,1.83,95894
"Familienstand","geschieden",2001,"200110",96706,94971,0.12,1.83,96038
"Familienstand","geschieden",2001,"200111",97004,94981,0.31,2.13,96207
"Familienstand","geschieden",2001,"200112",97072,95162,0.07,2.01,96366
"Familienstand","geschieden",2000,"200001",93549,,0.2,,93549
"Familienstand","geschieden",2000,"200002",93833,,0.3,,93691
"Familienstand","geschieden",2000,"200003",94197,,0.39,,93860
"Familienstand","geschieden",2000,"200004",94448,,0.27,,94007
"Familienstand","geschieden",2000,"200005",94657,,0.22,,94137
"Familienstand","geschieden",2000,"200006",94727,,0.07,,94235
"Familienstand","geschieden",2000,"200007",94955,,0.24,,94338
"Familienstand","geschieden",2000,"200008",94858,93177,-0.1,1.8,94403
"Familienstand","geschieden",2000,"200009",94853,93155,-0.01,1.82,94453
"Familienstand","geschieden",2000,"200010",94971,93278,0.12,1.82,94505
"Familienstand","geschieden",2000,"200011",94981,93301,0.01,1.8,94548
"Familienstand","geschieden",2000,"200012",95162,93366,0.19,1.92,94599
"Familienstand","ledig",2024,"202401",812374,811119,0.01,0.15,809518
"Familienstand","ledig",2024,"202402",814002,812375,0.2,0.2,809653
"Familienstand","ledig",2024,"202403",815139,813261,0.14,0.23,809810
"Familienstand","ledig",2024,"202404",816973,814155,0.22,0.35,810044
"Familienstand","ledig",2024,"202405",817364,805784,0.05,1.44,811009
"Familienstand","ledig",2024,"202406",817539,805624,0.02,1.48,812002
"Familienstand","ledig",2024,"202407",817069,805358,-0.06,1.45,812978
"Familienstand","ledig",2024,"202408",815642,804481,-0.17,1.39,813908
"Familienstand","ledig",2024,"202409",816779,806395,0.14,1.29,814774
"Familienstand","ledig",2024,"202410",820600,810044,0.47,1.3,815653
"Familienstand","ledig",2024,"202411",823076,812056,0.3,1.36,816572
"Familienstand","ledig",2024,"202412",822724,812303,-0.04,1.28,817440
"Familienstand","ledig",2023,"202301",811119,793957,0.2,2.16,805113
"Familienstand","ledig",2023,"202302",812375,795245,0.15,2.15,806540
"Familienstand","ledig",2023,"202303",813261,801674,0.11,1.45,807506
"Familienstand","ledig",2023,"202304",814155,804990,0.11,1.14,808269
"Familienstand","ledig",2023,"202305",805784,805849,-1.03,-0.01,808264
"Familienstand","ledig",2023,"202306",805624,805826,-0.02,-0.03,808247
"Familienstand","ledig",2023,"202307",805358,806204,-0.03,-0.1,808177
"Familienstand","ledig",2023,"202308",804481,802098,-0.11,0.3,808375
"Familienstand","ledig",2023,"202309",806395,803443,0.24,0.37,808621
"Familienstand","ledig",2023,"202310",810044,806734,0.45,0.41,808897
"Familienstand","ledig",2023,"202311",812056,808691,0.25,0.42,809178
"Familienstand","ledig",2023,"202312",812303,809478,0.03,0.35,809413
"Familienstand","ledig",2022,"202201",793957,789421,0.16,0.57,792253
"Familienstand","ledig",2022,"202202",795245,790801,0.16,0.56,792623
"Familienstand","ledig",2022,"202203",801674,791343,0.81,1.31,793484
"Familienstand","ledig",2022,"202204",804990,792436,0.41,1.58,794530
"Familienstand","ledig",2022,"202205",805849,792294,0.11,1.71,795660
"Familienstand","ledig",2022,"202206",805826,791950,0,1.75,796816
"Familienstand","ledig",2022,"202207",806204,791803,0.05,1.82,798016
"Familienstand","ledig",2022,"202208",802098,790527,-0.51,1.46,798980
"Familienstand","ledig",2022,"202209",803443,792478,0.17,1.38,799894
"Familienstand","ledig",2022,"202210",806734,792824,0.41,1.75,801053
"Familienstand","ledig",2022,"202211",808691,793915,0.24,1.86,802285
"Familienstand","ledig",2022,"202212",809478,792705,0.1,2.12,803682
"Familienstand","ledig",2021,"202101",789421,785143,0.15,0.54,786493
"Familienstand","ledig",2021,"202102",790801,786146,0.17,0.59,786881
"Familienstand","ledig",2021,"202103",791343,786528,0.07,0.61,787282
"Familienstand","ledig",2021,"202104",792436,787094,0.14,0.68,787727
"Familienstand","ledig",2021,"202105",792294,786210,-0.02,0.77,788234
"Familienstand","ledig",2021,"202106",791950,785459,-0.04,0.83,788775
"Familienstand","ledig",2021,"202107",791803,785075,-0.02,0.86,789336
"Familienstand","ledig",2021,"202108",790527,783949,-0.16,0.84,789884
"Familienstand","ledig",2021,"202109",792478,784252,0.25,1.05,790569
"Familienstand","ledig",2021,"202110",792824,786892,0.04,0.75,791064
"Familienstand","ledig",2021,"202111",793915,788618,0.14,0.67,791505
"Familienstand","ledig",2021,"202112",792705,788269,-0.15,0.56,791875
"Familienstand","ledig",2020,"202001",785143,773502,0.14,1.5,779101
"Familienstand","ledig",2020,"202002",786146,774645,0.13,1.48,780059
"Familienstand","ledig",2020,"202003",786528,775439,0.05,1.43,780983
"Familienstand","ledig",2020,"202004",787094,777453,0.07,1.24,781787
"Familienstand","ledig",2020,"202005",786210,777297,-0.11,1.15,782529
"Familienstand","ledig",2020,"202006",785459,777223,-0.1,1.06,783216
"Familienstand","ledig",2020,"202007",785075,777289,-0.05,1,783864
"Familienstand","ledig",2020,"202008",783949,776333,-0.14,0.98,784499
"Familienstand","ledig",2020,"202009",784252,778340,0.04,0.76,784992
"Familienstand","ledig",2020,"202010",786892,782233,0.34,0.6,785380
"Familienstand","ledig",2020,"202011",788618,783800,0.22,0.61,785782
"Familienstand","ledig",2020,"202012",788269,784012,-0.04,0.54,786136
"Familienstand","ledig",2019,"201901",773502,762601,0.15,1.43,768616
"Familienstand","ledig",2019,"201902",774645,763905,0.15,1.41,769592
"Familienstand","ledig",2019,"201903",775439,765553,0.1,1.29,770491
"Familienstand","ledig",2019,"201904",777453,767690,0.26,1.27,771378
"Familienstand","ledig",2019,"201905",777297,,-0.02,,771871
"Familienstand","ledig",2019,"201906",777223,767690,-0.01,1.24,772666
"Familienstand","ledig",2019,"201907",777289,767351,0.01,1.3,773494
"Familienstand","ledig",2019,"201908",776333,766060,-0.12,1.34,774350
"Familienstand","ledig",2019,"201909",778340,767293,0.26,1.44,775271
"Familienstand","ledig",2019,"201910",782233,770661,0.5,1.5,776235
"Familienstand","ledig",2019,"201911",783800,772736,0.2,1.43,777157
"Familienstand","ledig",2019,"201912",784012,772330,0.03,1.51,778131
"Familienstand","ledig",2018,"201801",762601,772640,0.02,-1.3,770385
"Familienstand","ledig",2018,"201802",763905,773487,0.17,-1.24,769586
"Familienstand","ledig",2018,"201803",765553,774858,0.22,-1.2,768811
"Familienstand","ledig",2018,"201804",767690,776248,0.28,-1.1,768098
"Familienstand","ledig",2018,"201805",,776225,,,
"Familienstand","ledig",2018,"201806",767690,775935,,-1.06,766609
"Familienstand","ledig",2018,"201807",767351,774223,-0.04,-0.89,765985
"Familienstand","ledig",2018,"201808",766060,770073,-0.17,-0.52,765620
"Familienstand","ledig",2018,"201809",767293,765511,0.16,0.23,765782
"Familienstand","ledig",2018,"201810",770661,767196,0.44,0.45,766097
"Familienstand","ledig",2018,"201811",772736,765847,0.27,0.9,766723
"Familienstand","ledig",2018,"201812",772330,762413,-0.05,1.3,767625
"Familienstand","ledig",2017,"201701",772640,761306,0.22,1.49,767784
"Familienstand","ledig",2017,"201702",773487,763218,0.11,1.35,768640
"Familienstand","ledig",2017,"201703",774858,764520,0.18,1.35,769501
"Familienstand","ledig",2017,"201704",776248,766038,0.18,1.33,770352
"Familienstand","ledig",2017,"201705",776225,766526,0,1.27,771161
"Familienstand","ledig",2017,"201706",775935,766895,-0.04,1.18,771914
"Familienstand","ledig",2017,"201707",774223,766749,-0.22,0.97,772537
"Familienstand","ledig",2017,"201708",770073,766079,-0.54,0.52,772870
"Familienstand","ledig",2017,"201709",765511,767331,-0.59,-0.24,772718
"Familienstand","ledig",2017,"201710",767196,770471,0.22,-0.43,772445
"Familienstand","ledig",2017,"201711",765847,771987,-0.18,-0.8,771933
"Familienstand","ledig",2017,"201712",762413,770956,-0.45,-1.11,771221
"Familienstand","ledig",2016,"201601",761306,740665,0.3,2.79,751097
"Familienstand","ledig",2016,"201602",763218,741678,0.25,2.9,752892
"Familienstand","ledig",2016,"201603",764520,743801,0.17,2.79,754618
"Familienstand","ledig",2016,"201604",766038,745813,0.2,2.71,756304
"Familienstand","ledig",2016,"201605",766526,746570,0.06,2.67,757967
"Familienstand","ledig",2016,"201606",766895,748120,0.05,2.51,759531
"Familienstand","ledig",2016,"201607",766749,749285,-0.02,2.33,760987
"Familienstand","ledig",2016,"201608",766079,749575,-0.09,2.2,762362
"Familienstand","ledig",2016,"201609",767331,752968,0.16,1.91,763559
"Familienstand","ledig",2016,"201610",770471,756718,0.41,1.82,764705
"Familienstand","ledig",2016,"201611",771987,758283,0.2,1.81,765847
"Familienstand","ledig",2016,"201612",770956,759043,-0.13,1.57,766840
"Familienstand","ledig",2015,"201501",740665,724248,0.3,2.27,733261
"Familienstand","ledig",2015,"201502",741678,725841,0.14,2.18,734581
"Familienstand","ledig",2015,"201503",743801,727823,0.29,2.2,735912
"Familienstand","ledig",2015,"201504",745813,729691,0.27,2.21,737256
"Familienstand","ledig",2015,"201505",746570,730624,0.1,2.18,738584
"Familienstand","ledig",2015,"201506",748120,730983,0.21,2.34,740013
"Familienstand","ledig",2015,"201507",749285,731729,0.16,2.4,741476
"Familienstand","ledig",2015,"201508",749575,731679,0.04,2.45,742967
"Familienstand","ledig",2015,"201509",752968,734427,0.45,2.52,744512
"Familienstand","ledig",2015,"201510",756718,737949,0.5,2.54,746076
"Familienstand","ledig",2015,"201511",758283,739303,0.21,2.57,747658
"Familienstand","ledig",2015,"201512",759043,738416,0.1,2.79,749377
"Familienstand","ledig",2014,"201401",724248,707016,0.18,2.44,716640
"Familienstand","ledig",2014,"201402",725841,708768,0.22,2.41,718063
"Familienstand","ledig",2014,"201403",727823,710384,0.27,2.45,719516
"Familienstand","ledig",2014,"201404",729691,712593,0.26,2.4,720941
"Familienstand","ledig",2014,"201405",730624,713198,0.13,2.44,722393
"Familienstand","ledig",2014,"201406",730983,713990,0.05,2.38,723809
"Familienstand","ledig",2014,"201407",731729,715227,0.1,2.31,725184
"Familienstand","ledig",2014,"201408",731679,715346,-0.01,2.28,726545
"Familienstand","ledig",2014,"201409",734427,717974,0.38,2.29,727916
"Familienstand","ledig",2014,"201410",737949,721850,0.48,2.23,729258
"Familienstand","ledig",2014,"201411",739303,723130,0.18,2.24,730606
"Familienstand","ledig",2014,"201412",738416,722969,-0.12,2.14,731893
"Familienstand","ledig",2013,"201301",707016,687501,0.2,2.84,698515
"Familienstand","ledig",2013,"201302",708768,689281,0.25,2.83,700139
"Familienstand","ledig",2013,"201303",710384,691502,0.23,2.73,701712
"Familienstand","ledig",2013,"201304",712593,693640,0.31,2.73,703292
"Familienstand","ledig",2013,"201305",713198,696416,0.08,2.41,704690
"Familienstand","ledig",2013,"201306",713990,695691,0.11,2.63,706215
"Familienstand","ledig",2013,"201307",715227,697210,0.17,2.58,707717
"Familienstand","ledig",2013,"201308",715346,697176,0.02,2.61,709231
"Familienstand","ledig",2013,"201309",717974,699463,0.37,2.65,710773
"Familienstand","ledig",2013,"201310",721850,703883,0.54,2.55,712271
"Familienstand","ledig",2013,"201311",723130,705298,0.18,2.53,713757
"Familienstand","ledig",2013,"201312",722969,705603,-0.02,2.46,715204
"Familienstand","ledig",2012,"201201",687501,666634,0.32,3.13,677653
"Familienstand","ledig",2012,"201202",689281,668394,0.26,3.12,679394
"Familienstand","ledig",2012,"201203",691502,670374,0.32,3.15,681154
"Familienstand","ledig",2012,"201204",693640,672215,0.31,3.19,682940
"Familienstand","ledig",2012,"201205",696416,673905,0.4,3.34,684816
"Familienstand","ledig",2012,"201206",695691,674605,-0.1,3.13,686573
"Familienstand","ledig",2012,"201207",697210,676225,0.22,3.1,688322
"Familienstand","ledig",2012,"201208",697176,676287,0,3.09,690062
"Familienstand","ledig",2012,"201209",699463,678754,0.33,3.05,691788
"Familienstand","ledig",2012,"201210",703883,683314,0.63,3.01,693502
"Familienstand","ledig",2012,"201211",705298,684957,0.2,2.97,695197
"Familienstand","ledig",2012,"201212",705603,685307,0.04,2.96,696889
"Familienstand","ledig",2011,"201101",666634,652996,0.24,2.09,659143
"Familienstand","ledig",2011,"201102",668394,653902,0.26,2.22,660351
"Familienstand","ledig",2011,"201103",670374,655047,0.3,2.34,661628
"Familienstand","ledig",2011,"201104",672215,656335,0.27,2.42,662952
"Familienstand","ledig",2011,"201105",673905,657081,0.25,2.56,664354
"Familienstand","ledig",2011,"201106",674605,655457,0.1,2.92,665949
"Familienstand","ledig",2011,"201107",676225,656415,0.24,3.02,667600
"Familienstand","ledig",2011,"201108",676287,657518,0.01,2.85,669164
"Familienstand","ledig",2011,"201109",678754,658938,0.36,3.01,670816
"Familienstand","ledig",2011,"201110",683314,662782,0.67,3.1,672527
"Familienstand","ledig",2011,"201111",684957,664584,0.24,3.07,674224
"Familienstand","ledig",2011,"201112",685307,665027,0.05,3.05,675914
"Familienstand","ledig",2010,"201001",652996,652257,0.17,0.11,648785
"Familienstand","ledig",2010,"201002",653902,650800,0.14,0.48,649043
"Familienstand","ledig",2010,"201003",655047,644404,0.18,1.65,649930
"Familienstand","ledig",2010,"201004",656335,645066,0.2,1.75,650869
"Familienstand","ledig",2010,"201005",657081,645633,0.11,1.77,651823
"Familienstand","ledig",2010,"201006",655457,646407,-0.25,1.4,652578
"Familienstand","ledig",2010,"201007",656415,647191,0.15,1.43,653346
"Familienstand","ledig",2010,"201008",657518,647768,0.17,1.51,654159
"Familienstand","ledig",2010,"201009",658938,649002,0.22,1.53,654987
"Familienstand","ledig",2010,"201010",662782,652110,0.58,1.64,655876
"Familienstand","ledig",2010,"201011",664584,652144,0.27,1.91,656913
"Familienstand","ledig",2010,"201012",665027,651898,0.07,2.01,658007
"Familienstand","ledig",2009,"200901",652257,637599,0.22,2.3,644965
"Familienstand","ledig",2009,"200902",650800,638688,-0.22,1.9,645975
"Familienstand","ledig",2009,"200903",644404,640723,-0.98,0.57,646281
"Familienstand","ledig",2009,"200904",645066,642489,0.1,0.4,646496
"Familienstand","ledig",2009,"200905",645633,643365,0.09,0.35,646685
